video_name,tag
v_PlayingCello_g08_c01.avi,PlayingCello
v_PlayingCello_g08_c02.avi,PlayingCello
v_PlayingCello_g08_c03.avi,PlayingCello
v_PlayingCello_g08_c04.avi,PlayingCello
v_PlayingCello_g08_c05.avi,PlayingCello
v_PlayingCello_g08_c06.avi,PlayingCello
v_PlayingCello_g09_c01.avi,PlayingCello
v_PlayingCello_g09_c02.avi,PlayingCello
v_PlayingCello_g09_c03.avi,PlayingCello
v_PlayingCello_g09_c04.avi,PlayingCello
v_PlayingCello_g09_c05.avi,PlayingCello
v_PlayingCello_g09_c06.avi,PlayingCello
v_PlayingCello_g09_c07.avi,PlayingCello
v_PlayingCello_g10_c01.avi,PlayingCello
v_PlayingCello_g10_c02.avi,PlayingCello
v_PlayingCello_g10_c03.avi,PlayingCello
v_PlayingCello_g10_c04.avi,PlayingCello
v_PlayingCello_g10_c05.avi,PlayingCello
v_PlayingCello_g10_c06.avi,PlayingCello
v_PlayingCello_g10_c07.avi,PlayingCello
v_PlayingCello_g11_c01.avi,PlayingCello
v_PlayingCello_g11_c02.avi,PlayingCello
v_PlayingCello_g11_c03.avi,PlayingCello
v_PlayingCello_g11_c04.avi,PlayingCello
v_PlayingCello_g11_c05.avi,PlayingCello
v_PlayingCello_g11_c06.avi,PlayingCello
v_PlayingCello_g11_c07.avi,PlayingCello
v_PlayingCello_g12_c01.avi,PlayingCello
v_PlayingCello_g12_c02.avi,PlayingCello
v_PlayingCello_g12_c03.avi,PlayingCello
v_PlayingCello_g12_c04.avi,PlayingCello
v_PlayingCello_g12_c05.avi,PlayingCello
v_PlayingCello_g12_c06.avi,PlayingCello
v_PlayingCello_g12_c07.avi,PlayingCello
v_PlayingCello_g13_c01.avi,PlayingCello
v_PlayingCello_g13_c02.avi,PlayingCello
v_PlayingCello_g13_c03.avi,PlayingCello
v_PlayingCello_g13_c04.avi,PlayingCello
v_PlayingCello_g13_c05.avi,PlayingCello
v_PlayingCello_g13_c06.avi,PlayingCello
v_PlayingCello_g13_c07.avi,PlayingCello
v_PlayingCello_g14_c01.avi,PlayingCello
v_PlayingCello_g14_c02.avi,PlayingCello
v_PlayingCello_g14_c03.avi,PlayingCello
v_PlayingCello_g14_c04.avi,PlayingCello
v_PlayingCello_g15_c01.avi,PlayingCello
v_PlayingCello_g15_c02.avi,PlayingCello
v_PlayingCello_g15_c03.avi,PlayingCello
v_PlayingCello_g15_c04.avi,PlayingCello
v_PlayingCello_g15_c05.avi,PlayingCello
v_PlayingCello_g15_c06.avi,PlayingCello
v_PlayingCello_g15_c07.avi,PlayingCello
v_PlayingCello_g16_c01.avi,PlayingCello
v_PlayingCello_g16_c02.avi,PlayingCello
v_PlayingCello_g16_c03.avi,PlayingCello
v_PlayingCello_g16_c04.avi,PlayingCello
v_PlayingCello_g16_c05.avi,PlayingCello
v_PlayingCello_g16_c06.avi,PlayingCello
v_PlayingCello_g16_c07.avi,PlayingCello
v_PlayingCello_g17_c01.avi,PlayingCello
v_PlayingCello_g17_c02.avi,PlayingCello
v_PlayingCello_g17_c03.avi,PlayingCello
v_PlayingCello_g17_c04.avi,PlayingCello
v_PlayingCello_g17_c05.avi,PlayingCello
v_PlayingCello_g17_c06.avi,PlayingCello
v_PlayingCello_g17_c07.avi,PlayingCello
v_PlayingCello_g18_c01.avi,PlayingCello
v_PlayingCello_g18_c02.avi,PlayingCello
v_PlayingCello_g18_c03.avi,PlayingCello
v_PlayingCello_g18_c04.avi,PlayingCello
v_PlayingCello_g18_c05.avi,PlayingCello
v_PlayingCello_g18_c06.avi,PlayingCello
v_PlayingCello_g18_c07.avi,PlayingCello
v_PlayingCello_g19_c01.avi,PlayingCello
v_PlayingCello_g19_c02.avi,PlayingCello
v_PlayingCello_g19_c03.avi,PlayingCello
v_PlayingCello_g19_c04.avi,PlayingCello
v_PlayingCello_g19_c05.avi,PlayingCello
v_PlayingCello_g19_c06.avi,PlayingCello
v_PlayingCello_g19_c07.avi,PlayingCello
v_PlayingCello_g20_c01.avi,PlayingCello
v_PlayingCello_g20_c02.avi,PlayingCello
v_PlayingCello_g20_c03.avi,PlayingCello
v_PlayingCello_g20_c04.avi,PlayingCello
v_PlayingCello_g20_c05.avi,PlayingCello
v_PlayingCello_g20_c06.avi,PlayingCello
v_PlayingCello_g20_c07.avi,PlayingCello
v_PlayingCello_g21_c01.avi,PlayingCello
v_PlayingCello_g21_c02.avi,PlayingCello
v_PlayingCello_g21_c03.avi,PlayingCello
v_PlayingCello_g21_c04.avi,PlayingCello
v_PlayingCello_g21_c05.avi,PlayingCello
v_PlayingCello_g22_c01.avi,PlayingCello
v_PlayingCello_g22_c02.avi,PlayingCello
v_PlayingCello_g22_c03.avi,PlayingCello
v_PlayingCello_g22_c04.avi,PlayingCello
v_PlayingCello_g22_c05.avi,PlayingCello
v_PlayingCello_g22_c06.avi,PlayingCello
v_PlayingCello_g22_c07.avi,PlayingCello
v_PlayingCello_g23_c01.avi,PlayingCello
v_PlayingCello_g23_c02.avi,PlayingCello
v_PlayingCello_g23_c03.avi,PlayingCello
v_PlayingCello_g23_c04.avi,PlayingCello
v_PlayingCello_g23_c05.avi,PlayingCello
v_PlayingCello_g23_c06.avi,PlayingCello
v_PlayingCello_g23_c07.avi,PlayingCello
v_PlayingCello_g24_c01.avi,PlayingCello
v_PlayingCello_g24_c02.avi,PlayingCello
v_PlayingCello_g24_c03.avi,PlayingCello
v_PlayingCello_g24_c04.avi,PlayingCello
v_PlayingCello_g24_c05.avi,PlayingCello
v_PlayingCello_g24_c06.avi,PlayingCello
v_PlayingCello_g24_c07.avi,PlayingCello
v_PlayingCello_g25_c01.avi,PlayingCello
v_PlayingCello_g25_c02.avi,PlayingCello
v_PlayingCello_g25_c03.avi,PlayingCello
v_PlayingCello_g25_c04.avi,PlayingCello
v_PlayingCello_g25_c05.avi,PlayingCello
v_PlayingCello_g25_c06.avi,PlayingCello
v_PlayingCello_g25_c07.avi,PlayingCello
v_ShavingBeard_g08_c01.avi,ShavingBeard
v_ShavingBeard_g08_c02.avi,ShavingBeard
v_ShavingBeard_g08_c03.avi,ShavingBeard
v_ShavingBeard_g08_c04.avi,ShavingBeard
v_ShavingBeard_g08_c05.avi,ShavingBeard
v_ShavingBeard_g08_c06.avi,ShavingBeard
v_ShavingBeard_g08_c07.avi,ShavingBeard
v_ShavingBeard_g09_c01.avi,ShavingBeard
v_ShavingBeard_g09_c02.avi,ShavingBeard
v_ShavingBeard_g09_c03.avi,ShavingBeard
v_ShavingBeard_g09_c04.avi,ShavingBeard
v_ShavingBeard_g09_c05.avi,ShavingBeard
v_ShavingBeard_g09_c06.avi,ShavingBeard
v_ShavingBeard_g09_c07.avi,ShavingBeard
v_ShavingBeard_g10_c01.avi,ShavingBeard
v_ShavingBeard_g10_c02.avi,ShavingBeard
v_ShavingBeard_g10_c03.avi,ShavingBeard
v_ShavingBeard_g10_c04.avi,ShavingBeard
v_ShavingBeard_g10_c05.avi,ShavingBeard
v_ShavingBeard_g10_c06.avi,ShavingBeard
v_ShavingBeard_g10_c07.avi,ShavingBeard
v_ShavingBeard_g11_c01.avi,ShavingBeard
v_ShavingBeard_g11_c02.avi,ShavingBeard
v_ShavingBeard_g11_c03.avi,ShavingBeard
v_ShavingBeard_g11_c04.avi,ShavingBeard
v_ShavingBeard_g12_c01.avi,ShavingBeard
v_ShavingBeard_g12_c02.avi,ShavingBeard
v_ShavingBeard_g12_c03.avi,ShavingBeard
v_ShavingBeard_g12_c04.avi,ShavingBeard
v_ShavingBeard_g12_c05.avi,ShavingBeard
v_ShavingBeard_g12_c06.avi,ShavingBeard
v_ShavingBeard_g13_c01.avi,ShavingBeard
v_ShavingBeard_g13_c02.avi,ShavingBeard
v_ShavingBeard_g13_c03.avi,ShavingBeard
v_ShavingBeard_g13_c04.avi,ShavingBeard
v_ShavingBeard_g13_c05.avi,ShavingBeard
v_ShavingBeard_g13_c06.avi,ShavingBeard
v_ShavingBeard_g14_c01.avi,ShavingBeard
v_ShavingBeard_g14_c02.avi,ShavingBeard
v_ShavingBeard_g14_c03.avi,ShavingBeard
v_ShavingBeard_g14_c04.avi,ShavingBeard
v_ShavingBeard_g14_c05.avi,ShavingBeard
v_ShavingBeard_g14_c06.avi,ShavingBeard
v_ShavingBeard_g15_c01.avi,ShavingBeard
v_ShavingBeard_g15_c02.avi,ShavingBeard
v_ShavingBeard_g15_c03.avi,ShavingBeard
v_ShavingBeard_g15_c04.avi,ShavingBeard
v_ShavingBeard_g15_c05.avi,ShavingBeard
v_ShavingBeard_g15_c06.avi,ShavingBeard
v_ShavingBeard_g15_c07.avi,ShavingBeard
v_ShavingBeard_g16_c01.avi,ShavingBeard
v_ShavingBeard_g16_c02.avi,ShavingBeard
v_ShavingBeard_g16_c03.avi,ShavingBeard
v_ShavingBeard_g16_c04.avi,ShavingBeard
v_ShavingBeard_g16_c05.avi,ShavingBeard
v_ShavingBeard_g16_c06.avi,ShavingBeard
v_ShavingBeard_g17_c01.avi,ShavingBeard
v_ShavingBeard_g17_c02.avi,ShavingBeard
v_ShavingBeard_g17_c03.avi,ShavingBeard
v_ShavingBeard_g17_c04.avi,ShavingBeard
v_ShavingBeard_g17_c05.avi,ShavingBeard
v_ShavingBeard_g17_c06.avi,ShavingBeard
v_ShavingBeard_g17_c07.avi,ShavingBeard
v_ShavingBeard_g18_c01.avi,ShavingBeard
v_ShavingBeard_g18_c02.avi,ShavingBeard
v_ShavingBeard_g18_c03.avi,ShavingBeard
v_ShavingBeard_g18_c04.avi,ShavingBeard
v_ShavingBeard_g18_c05.avi,ShavingBeard
v_ShavingBeard_g18_c06.avi,ShavingBeard
v_ShavingBeard_g18_c07.avi,ShavingBeard
v_ShavingBeard_g19_c01.avi,ShavingBeard
v_ShavingBeard_g19_c02.avi,ShavingBeard
v_ShavingBeard_g19_c03.avi,ShavingBeard
v_ShavingBeard_g19_c04.avi,ShavingBeard
v_ShavingBeard_g19_c05.avi,ShavingBeard
v_ShavingBeard_g19_c06.avi,ShavingBeard
v_ShavingBeard_g19_c07.avi,ShavingBeard
v_ShavingBeard_g20_c01.avi,ShavingBeard
v_ShavingBeard_g20_c02.avi,ShavingBeard
v_ShavingBeard_g20_c03.avi,ShavingBeard
v_ShavingBeard_g20_c04.avi,ShavingBeard
v_ShavingBeard_g20_c05.avi,ShavingBeard
v_ShavingBeard_g20_c06.avi,ShavingBeard
v_ShavingBeard_g20_c07.avi,ShavingBeard
v_ShavingBeard_g21_c01.avi,ShavingBeard
v_ShavingBeard_g21_c02.avi,ShavingBeard
v_ShavingBeard_g21_c03.avi,ShavingBeard
v_ShavingBeard_g21_c04.avi,ShavingBeard
v_ShavingBeard_g21_c05.avi,ShavingBeard
v_ShavingBeard_g21_c06.avi,ShavingBeard
v_ShavingBeard_g21_c07.avi,ShavingBeard
v_ShavingBeard_g22_c01.avi,ShavingBeard
v_ShavingBeard_g22_c02.avi,ShavingBeard
v_ShavingBeard_g22_c03.avi,ShavingBeard
v_ShavingBeard_g22_c04.avi,ShavingBeard
v_ShavingBeard_g22_c05.avi,ShavingBeard
v_ShavingBeard_g22_c06.avi,ShavingBeard
v_ShavingBeard_g22_c07.avi,ShavingBeard
v_ShavingBeard_g23_c01.avi,ShavingBeard
v_ShavingBeard_g23_c02.avi,ShavingBeard
v_ShavingBeard_g23_c03.avi,ShavingBeard
v_ShavingBeard_g23_c04.avi,ShavingBeard
v_ShavingBeard_g23_c05.avi,ShavingBeard
v_ShavingBeard_g23_c06.avi,ShavingBeard
v_ShavingBeard_g23_c07.avi,ShavingBeard
v_ShavingBeard_g24_c01.avi,ShavingBeard
v_ShavingBeard_g24_c02.avi,ShavingBeard
v_ShavingBeard_g24_c03.avi,ShavingBeard
v_ShavingBeard_g24_c04.avi,ShavingBeard
v_ShavingBeard_g24_c05.avi,ShavingBeard
v_ShavingBeard_g24_c06.avi,ShavingBeard
v_ShavingBeard_g24_c07.avi,ShavingBeard
v_ShavingBeard_g25_c01.avi,ShavingBeard
v_ShavingBeard_g25_c02.avi,ShavingBeard
v_ShavingBeard_g25_c03.avi,ShavingBeard
v_ShavingBeard_g25_c04.avi,ShavingBeard
v_ShavingBeard_g25_c05.avi,ShavingBeard
v_ShavingBeard_g25_c06.avi,ShavingBeard
v_TennisSwing_g08_c01.avi,TennisSwing
v_TennisSwing_g08_c02.avi,TennisSwing
v_TennisSwing_g08_c03.avi,TennisSwing
v_TennisSwing_g08_c04.avi,TennisSwing
v_TennisSwing_g08_c05.avi,TennisSwing
v_TennisSwing_g08_c06.avi,TennisSwing
v_TennisSwing_g09_c01.avi,TennisSwing
v_TennisSwing_g09_c02.avi,TennisSwing
v_TennisSwing_g09_c03.avi,TennisSwing
v_TennisSwing_g09_c04.avi,TennisSwing
v_TennisSwing_g09_c05.avi,TennisSwing
v_TennisSwing_g09_c06.avi,TennisSwing
v_TennisSwing_g09_c07.avi,TennisSwing
v_TennisSwing_g10_c01.avi,TennisSwing
v_TennisSwing_g10_c02.avi,TennisSwing
v_TennisSwing_g10_c03.avi,TennisSwing
v_TennisSwing_g10_c04.avi,TennisSwing
v_TennisSwing_g10_c05.avi,TennisSwing
v_TennisSwing_g10_c06.avi,TennisSwing
v_TennisSwing_g10_c07.avi,TennisSwing
v_TennisSwing_g11_c01.avi,TennisSwing
v_TennisSwing_g11_c02.avi,TennisSwing
v_TennisSwing_g11_c03.avi,TennisSwing
v_TennisSwing_g11_c04.avi,TennisSwing
v_TennisSwing_g11_c05.avi,TennisSwing
v_TennisSwing_g11_c06.avi,TennisSwing
v_TennisSwing_g11_c07.avi,TennisSwing
v_TennisSwing_g12_c01.avi,TennisSwing
v_TennisSwing_g12_c02.avi,TennisSwing
v_TennisSwing_g12_c03.avi,TennisSwing
v_TennisSwing_g12_c04.avi,TennisSwing
v_TennisSwing_g12_c05.avi,TennisSwing
v_TennisSwing_g12_c06.avi,TennisSwing
v_TennisSwing_g12_c07.avi,TennisSwing
v_TennisSwing_g13_c01.avi,TennisSwing
v_TennisSwing_g13_c02.avi,TennisSwing
v_TennisSwing_g13_c03.avi,TennisSwing
v_TennisSwing_g13_c04.avi,TennisSwing
v_TennisSwing_g13_c05.avi,TennisSwing
v_TennisSwing_g13_c06.avi,TennisSwing
v_TennisSwing_g13_c07.avi,TennisSwing
v_TennisSwing_g14_c01.avi,TennisSwing
v_TennisSwing_g14_c02.avi,TennisSwing
v_TennisSwing_g14_c03.avi,TennisSwing
v_TennisSwing_g14_c04.avi,TennisSwing
v_TennisSwing_g14_c05.avi,TennisSwing
v_TennisSwing_g14_c06.avi,TennisSwing
v_TennisSwing_g14_c07.avi,TennisSwing
v_TennisSwing_g15_c01.avi,TennisSwing
v_TennisSwing_g15_c02.avi,TennisSwing
v_TennisSwing_g15_c03.avi,TennisSwing
v_TennisSwing_g15_c04.avi,TennisSwing
v_TennisSwing_g15_c05.avi,TennisSwing
v_TennisSwing_g15_c06.avi,TennisSwing
v_TennisSwing_g15_c07.avi,TennisSwing
v_TennisSwing_g16_c01.avi,TennisSwing
v_TennisSwing_g16_c02.avi,TennisSwing
v_TennisSwing_g16_c03.avi,TennisSwing
v_TennisSwing_g16_c04.avi,TennisSwing
v_TennisSwing_g16_c05.avi,TennisSwing
v_TennisSwing_g16_c06.avi,TennisSwing
v_TennisSwing_g16_c07.avi,TennisSwing
v_TennisSwing_g17_c01.avi,TennisSwing
v_TennisSwing_g17_c02.avi,TennisSwing
v_TennisSwing_g17_c03.avi,TennisSwing
v_TennisSwing_g17_c04.avi,TennisSwing
v_TennisSwing_g17_c05.avi,TennisSwing
v_TennisSwing_g17_c06.avi,TennisSwing
v_TennisSwing_g17_c07.avi,TennisSwing
v_TennisSwing_g18_c01.avi,TennisSwing
v_TennisSwing_g18_c02.avi,TennisSwing
v_TennisSwing_g18_c03.avi,TennisSwing
v_TennisSwing_g18_c04.avi,TennisSwing
v_TennisSwing_g18_c05.avi,TennisSwing
v_TennisSwing_g18_c06.avi,TennisSwing
v_TennisSwing_g19_c01.avi,TennisSwing
v_TennisSwing_g19_c02.avi,TennisSwing
v_TennisSwing_g19_c03.avi,TennisSwing
v_TennisSwing_g19_c04.avi,TennisSwing
v_TennisSwing_g19_c05.avi,TennisSwing
v_TennisSwing_g19_c06.avi,TennisSwing
v_TennisSwing_g20_c01.avi,TennisSwing
v_TennisSwing_g20_c02.avi,TennisSwing
v_TennisSwing_g20_c03.avi,TennisSwing
v_TennisSwing_g20_c04.avi,TennisSwing
v_TennisSwing_g20_c05.avi,TennisSwing
v_TennisSwing_g20_c06.avi,TennisSwing
v_TennisSwing_g21_c01.avi,TennisSwing
v_TennisSwing_g21_c02.avi,TennisSwing
v_TennisSwing_g21_c03.avi,TennisSwing
v_TennisSwing_g21_c04.avi,TennisSwing
v_TennisSwing_g21_c05.avi,TennisSwing
v_TennisSwing_g21_c06.avi,TennisSwing
v_TennisSwing_g22_c01.avi,TennisSwing
v_TennisSwing_g22_c02.avi,TennisSwing
v_TennisSwing_g22_c03.avi,TennisSwing
v_TennisSwing_g22_c04.avi,TennisSwing
v_TennisSwing_g22_c05.avi,TennisSwing
v_TennisSwing_g22_c06.avi,TennisSwing
v_TennisSwing_g23_c01.avi,TennisSwing
v_TennisSwing_g23_c02.avi,TennisSwing
v_TennisSwing_g23_c03.avi,TennisSwing
v_TennisSwing_g23_c04.avi,TennisSwing
v_TennisSwing_g23_c05.avi,TennisSwing
v_TennisSwing_g23_c06.avi,TennisSwing
v_TennisSwing_g24_c01.avi,TennisSwing
v_TennisSwing_g24_c02.avi,TennisSwing
v_TennisSwing_g24_c03.avi,TennisSwing
v_TennisSwing_g24_c04.avi,TennisSwing
v_TennisSwing_g24_c05.avi,TennisSwing
v_TennisSwing_g24_c06.avi,TennisSwing
v_TennisSwing_g25_c01.avi,TennisSwing
v_TennisSwing_g25_c02.avi,TennisSwing
v_TennisSwing_g25_c03.avi,TennisSwing
v_TennisSwing_g25_c04.avi,TennisSwing
v_TennisSwing_g25_c05.avi,TennisSwing
v_TennisSwing_g25_c06.avi,TennisSwing
